zone,date,affected_hexes,affected_km2,high,medium
South Asia,2025-12-01,66.0,117096.0,26.0,40.0
South Asia,2025-12-08,75.0,133282.0,32.0,43.0
South Asia,2025-12-15,91.0,160596.0,43.0,47.0
South Asia,2025-12-22,90.0,159584.0,34.0,57.0
South Asia,2025-12-29,88.0,156549.0,38.0,50.0
South Asia,2026-01-05,106.0,188163.0,52.0,54.0
South Asia,2026-01-12,112.0,198279.0,57.0,55.0
South Asia,2026-01-19,105.0,186645.0,52.0,54.0
South Asia,2026-01-26,105.0,185128.0,49.0,56.0
South Asia,2026-02-02,103.0,182599.0,50.0,53.0
South Asia,2026-02-09,102.0,180070.0,50.0,52.0
South Asia,2026-02-16,95.0,168689.0,46.0,49.0
South Asia,2026-02-23,95.0,168183.0,46.0,49.0
South Asia,2026-03-02,102.0,181081.0,57.0,45.0
South Asia,2026-03-09,140.0,247849.0,77.0,63.0
South Asia,2026-03-16,126.0,223823.0,68.0,58.0
South Asia,2026-03-23,158.0,279209.0,95.0,63.0
South Asia,2026-03-30,138.0,245067.0,85.0,53.0
South Asia,2026-04-06,120.0,212948.0,66.0,54.0
South Asia,2026-04-13,98.0,172988.0,43.0,55.0
South Asia,2026-04-20,140.0,246963.0,82.0,57.0
South Asia,2026-04-27,135.0,239250.0,80.0,55.0
South Asia,2026-05-04,146.0,259356.0,83.0,64.0
